,Usia,Gender,Gaji,Jumalh-Anak
7520,34,P,3-5jt,2
7521,27,P,3-5jt,5
7522,26,P,5-10jt,4
7523,47,P,1-3jt,0
7524,19,L,5-10jt,6
7525,54,P,5-10jt,4
7526,34,L,3-5jt,6
7527,24,P,1-3jt,3
7528,59,P,1-3jt,4
7529,28,P,3-5jt,6
7530,52,P,3-5jt,5
7531,45,L,5-10jt,1
7532,38,P,1-3jt,4
7533,35,L,3-5jt,2
7534,48,L,3-5jt,5
7535,45,P,5-10jt,5
7536,60,P,1-3jt,4
7537,57,L,5-10jt,6
7538,32,P,1-3jt,0
7539,60,P,5-10jt,4
7540,28,L,3-5jt,3
7541,49,P,5-10jt,3
7542,60,P,1-3jt,4
7543,53,P,1-3jt,1
7544,43,L,3-5jt,1
7545,58,P,5-10jt,1
7546,21,P,3-5jt,5
7547,53,P,3-5jt,0
7548,35,P,5-10jt,1
7549,24,L,3-5jt,3
7550,21,P,5-10jt,2
7551,20,L,3-5jt,4
7552,54,L,1-3jt,6
7553,43,L,5-10jt,6
7554,26,P,1-3jt,6
7555,41,L,3-5jt,6
7556,52,L,5-10jt,4
7557,56,P,5-10jt,0
7558,42,P,5-10jt,1
7559,59,L,3-5jt,4
7560,42,P,3-5jt,1
7561,32,P,5-10jt,5
7562,27,P,5-10jt,5
7563,36,P,3-5jt,6
7564,25,P,5-10jt,3
7565,26,L,1-3jt,1
7566,54,L,3-5jt,2
7567,29,P,3-5jt,4
7568,33,P,3-5jt,4
7569,27,L,5-10jt,1
7570,53,L,1-3jt,1
7571,55,L,5-10jt,0
7572,17,L,5-10jt,4
7573,53,L,5-10jt,5
7574,18,L,3-5jt,6
7575,35,L,3-5jt,0
7576,43,P,5-10jt,1
7577,53,P,5-10jt,2
7578,42,L,5-10jt,0
7579,32,P,1-3jt,1
7580,27,L,1-3jt,1
7581,33,P,1-3jt,1
7582,42,L,1-3jt,0
7583,28,P,1-3jt,2
7584,41,P,5-10jt,0
7585,27,L,1-3jt,0
7586,29,L,1-3jt,4
7587,52,L,1-3jt,2
7588,29,L,3-5jt,2
7589,60,P,5-10jt,3
7590,40,P,1-3jt,6
7591,49,L,3-5jt,0
7592,39,L,3-5jt,0
7593,37,L,3-5jt,4
7594,44,L,5-10jt,3
7595,37,P,3-5jt,2
7596,57,P,5-10jt,1
7597,51,L,1-3jt,4
7598,41,L,5-10jt,6
7599,43,L,1-3jt,0
7600,47,P,5-10jt,1
7601,44,P,3-5jt,6
7602,41,L,5-10jt,6
7603,55,L,3-5jt,5
7604,20,P,3-5jt,5
7605,29,L,1-3jt,4
7606,56,P,3-5jt,5
7607,21,P,3-5jt,5
7608,58,L,3-5jt,3
7609,30,P,5-10jt,6
7610,44,L,1-3jt,1
7611,27,P,3-5jt,6
7612,32,L,3-5jt,0
7613,33,P,5-10jt,4
7614,21,P,3-5jt,3
7615,30,P,1-3jt,2
7616,29,L,3-5jt,5
7617,55,L,5-10jt,3
7618,21,P,1-3jt,6
7619,24,P,3-5jt,2
7620,33,L,5-10jt,0
7621,21,P,1-3jt,1
7622,34,P,1-3jt,0
7623,28,P,5-10jt,3
7624,43,L,1-3jt,4
7625,17,L,3-5jt,6
7626,34,P,3-5jt,6
7627,54,L,5-10jt,4
7628,28,L,3-5jt,5
7629,37,P,5-10jt,2
7630,18,L,5-10jt,5
7631,23,L,3-5jt,0
7632,44,L,3-5jt,4
7633,55,P,5-10jt,0
7634,46,P,3-5jt,2
7635,50,P,1-3jt,0
7636,27,P,3-5jt,3
7637,30,P,1-3jt,6
7638,41,P,1-3jt,4
7639,36,P,5-10jt,2
7640,29,L,5-10jt,1
7641,55,L,1-3jt,2
7642,59,P,1-3jt,6
7643,48,L,3-5jt,3
7644,60,P,3-5jt,0
7645,29,P,3-5jt,0
7646,56,L,3-5jt,6
7647,36,P,3-5jt,5
7648,59,L,3-5jt,5
7649,30,P,5-10jt,4
7650,35,L,1-3jt,5
7651,36,L,3-5jt,6
7652,37,P,5-10jt,3
7653,43,P,1-3jt,2
7654,22,L,3-5jt,2
7655,34,P,1-3jt,3
7656,53,L,1-3jt,2
7657,52,P,5-10jt,3
7658,48,P,3-5jt,5
7659,18,L,5-10jt,2
7660,59,L,5-10jt,5
7661,29,P,3-5jt,0
7662,52,L,3-5jt,1
7663,30,P,3-5jt,6
7664,41,P,3-5jt,3
7665,45,L,3-5jt,5
7666,47,L,5-10jt,1
7667,17,P,5-10jt,3
7668,31,L,3-5jt,1
7669,35,P,5-10jt,3
7670,26,P,5-10jt,0
7671,46,L,1-3jt,3
7672,38,L,1-3jt,0
7673,25,L,3-5jt,4
7674,25,P,1-3jt,0
7675,21,L,1-3jt,3
7676,20,L,1-3jt,5
7677,19,P,1-3jt,1
7678,60,P,1-3jt,3
7679,39,P,3-5jt,5
7680,40,P,1-3jt,5
7681,35,P,5-10jt,3
7682,45,P,5-10jt,4
7683,28,P,3-5jt,3
7684,28,P,3-5jt,0
7685,26,P,1-3jt,1
7686,28,L,3-5jt,6
7687,51,P,3-5jt,1
7688,43,L,3-5jt,1
7689,35,L,1-3jt,0
7690,43,L,1-3jt,4
7691,18,L,5-10jt,6
7692,42,P,3-5jt,2
7693,27,P,1-3jt,0
7694,21,L,5-10jt,5
7695,25,L,3-5jt,0
7696,20,L,5-10jt,1
7697,20,L,5-10jt,0
7698,52,L,1-3jt,3
7699,50,L,5-10jt,2
7700,50,L,3-5jt,6
7701,44,P,1-3jt,5
7702,42,P,5-10jt,1
7703,24,L,5-10jt,4
7704,48,P,3-5jt,0
7705,54,L,5-10jt,6
7706,41,P,5-10jt,0
7707,30,L,1-3jt,4
7708,31,L,3-5jt,2
7709,38,L,3-5jt,5
7710,43,P,1-3jt,3
7711,45,P,1-3jt,6
7712,37,L,1-3jt,4
7713,44,L,5-10jt,4
7714,18,P,5-10jt,0
7715,40,P,5-10jt,2
7716,53,P,5-10jt,0
7717,51,P,3-5jt,1
7718,23,P,1-3jt,1
7719,40,P,1-3jt,5
7720,24,P,1-3jt,6
7721,34,P,3-5jt,6
7722,59,L,5-10jt,3
7723,26,L,3-5jt,5
7724,30,L,3-5jt,0
7725,57,L,3-5jt,0
7726,55,P,1-3jt,2
7727,43,P,5-10jt,1
7728,50,L,3-5jt,2
7729,34,P,1-3jt,6
7730,38,L,3-5jt,1
7731,38,L,1-3jt,1
7732,60,P,5-10jt,2
7733,17,L,5-10jt,1
7734,56,P,5-10jt,6
7735,51,P,3-5jt,0
7736,56,P,3-5jt,6
7737,54,L,3-5jt,4
7738,38,L,3-5jt,6
7739,58,L,5-10jt,0
7740,23,P,3-5jt,4
7741,42,P,3-5jt,6
7742,59,L,3-5jt,6
7743,57,L,1-3jt,6
7744,43,L,5-10jt,3
7745,37,L,3-5jt,4
7746,41,L,5-10jt,0
7747,54,L,5-10jt,3
7748,54,L,3-5jt,6
7749,36,P,5-10jt,2
7750,42,P,5-10jt,4
7751,45,P,3-5jt,6
7752,40,P,1-3jt,0
7753,34,L,3-5jt,4
7754,46,P,5-10jt,5
7755,37,P,3-5jt,6
7756,27,P,5-10jt,3
7757,51,P,3-5jt,6
7758,27,P,3-5jt,0
7759,47,P,3-5jt,4
7760,36,L,3-5jt,4
7761,37,L,3-5jt,2
7762,45,L,5-10jt,5
7763,50,P,5-10jt,3
7764,38,L,1-3jt,2
7765,58,L,3-5jt,3
7766,20,L,5-10jt,1
7767,46,L,3-5jt,6
7768,54,P,3-5jt,1
7769,58,L,3-5jt,4
7770,50,P,1-3jt,3
7771,40,P,3-5jt,0
7772,54,P,5-10jt,4
7773,28,L,5-10jt,2
7774,60,L,5-10jt,6
7775,35,L,5-10jt,1
7776,19,L,5-10jt,2
7777,44,L,5-10jt,5
7778,42,L,5-10jt,4
7779,31,L,5-10jt,2
7780,51,P,3-5jt,3
7781,38,L,1-3jt,4
7782,28,P,3-5jt,6
7783,56,L,1-3jt,1
7784,26,P,3-5jt,6
7785,46,L,3-5jt,4
7786,58,P,5-10jt,3
7787,23,P,3-5jt,6
7788,56,L,1-3jt,3
7789,47,L,3-5jt,5
7790,48,L,3-5jt,5
7791,26,P,3-5jt,2
7792,51,P,3-5jt,2
7793,18,L,3-5jt,5
7794,25,P,5-10jt,0
7795,60,P,1-3jt,3
7796,55,P,5-10jt,5
7797,40,L,5-10jt,3
7798,33,L,1-3jt,6
7799,31,L,3-5jt,1
7800,47,L,1-3jt,1
7801,26,P,5-10jt,2
7802,30,P,1-3jt,5
7803,38,P,3-5jt,0
7804,25,L,3-5jt,2
7805,39,L,3-5jt,3
7806,54,P,1-3jt,4
7807,19,P,5-10jt,0
7808,17,P,5-10jt,5
7809,56,P,3-5jt,5
7810,54,L,3-5jt,2
7811,56,P,3-5jt,1
7812,53,P,1-3jt,6
7813,42,P,1-3jt,2
7814,28,L,1-3jt,0
7815,18,L,3-5jt,2
7816,47,L,3-5jt,0
7817,60,L,3-5jt,4
7818,35,L,1-3jt,2
7819,46,P,5-10jt,6
7820,18,P,5-10jt,3
7821,25,P,1-3jt,3
7822,54,L,1-3jt,0
7823,51,L,1-3jt,6
7824,59,L,3-5jt,6
7825,48,P,3-5jt,0
7826,18,P,3-5jt,5
7827,29,L,1-3jt,6
7828,22,L,3-5jt,3
7829,30,L,5-10jt,0
7830,28,L,3-5jt,4
7831,20,L,3-5jt,1
7832,44,P,5-10jt,3
7833,31,P,3-5jt,5
7834,52,P,3-5jt,5
7835,37,P,1-3jt,5
7836,35,L,3-5jt,6
7837,49,P,5-10jt,2
7838,45,P,5-10jt,6
7839,58,P,1-3jt,2
7840,54,L,5-10jt,2
7841,53,P,5-10jt,4
7842,43,P,3-5jt,6
7843,34,P,3-5jt,4
7844,36,L,1-3jt,1
7845,24,L,3-5jt,5
7846,19,L,3-5jt,5
7847,30,L,5-10jt,6
7848,35,L,1-3jt,1
7849,22,L,1-3jt,2
7850,29,P,3-5jt,2
7851,43,P,3-5jt,3
7852,46,P,5-10jt,6
7853,58,L,1-3jt,1
7854,20,P,5-10jt,2
7855,60,L,1-3jt,1
7856,27,L,1-3jt,6
7857,29,P,1-3jt,5
7858,50,P,1-3jt,3
7859,56,P,3-5jt,3
7860,54,P,1-3jt,6
7861,55,L,5-10jt,1
7862,60,L,3-5jt,3
7863,30,L,5-10jt,4
7864,39,P,5-10jt,2
7865,37,L,1-3jt,1
7866,23,P,5-10jt,2
7867,38,P,5-10jt,3
7868,43,L,1-3jt,3
7869,57,L,5-10jt,2
7870,45,P,1-3jt,4
7871,41,P,1-3jt,4
7872,21,P,1-3jt,3
7873,20,P,1-3jt,4
7874,17,P,5-10jt,4
7875,18,P,3-5jt,5
7876,42,L,5-10jt,1
7877,18,L,1-3jt,5
7878,38,L,5-10jt,6
7879,33,L,5-10jt,6
7880,28,P,1-3jt,4
7881,41,L,5-10jt,6
7882,32,L,3-5jt,1
7883,36,P,3-5jt,5
7884,38,P,5-10jt,1
7885,51,P,3-5jt,2
7886,24,L,1-3jt,5
7887,47,P,3-5jt,3
7888,30,P,3-5jt,2
7889,59,L,5-10jt,3
7890,44,P,5-10jt,1
7891,34,L,3-5jt,1
7892,17,P,5-10jt,3
7893,40,L,3-5jt,4
7894,58,P,1-3jt,2
7895,18,L,3-5jt,3
7896,33,P,5-10jt,3
7897,50,P,3-5jt,0
7898,59,L,1-3jt,5
7899,40,L,5-10jt,4
7900,24,L,5-10jt,1
7901,20,P,1-3jt,1
7902,46,P,1-3jt,1
7903,59,P,3-5jt,3
7904,37,P,3-5jt,2
7905,49,L,1-3jt,2
7906,44,L,1-3jt,4
7907,45,P,3-5jt,3
7908,22,L,5-10jt,6
7909,24,L,5-10jt,5
7910,48,L,3-5jt,3
7911,37,L,1-3jt,3
7912,33,L,3-5jt,0
7913,53,L,3-5jt,1
7914,53,L,5-10jt,6
7915,46,L,5-10jt,1
7916,21,P,3-5jt,6
7917,43,P,1-3jt,4
7918,39,P,5-10jt,1
7919,59,P,5-10jt,4
7920,49,P,1-3jt,1
7921,37,P,3-5jt,3
7922,55,L,3-5jt,3
7923,56,L,1-3jt,3
7924,59,P,5-10jt,1
7925,44,L,3-5jt,3
7926,23,P,3-5jt,0
7927,18,P,1-3jt,3
7928,52,P,1-3jt,4
7929,23,L,3-5jt,2
7930,43,L,1-3jt,4
7931,26,P,5-10jt,1
7932,22,P,5-10jt,0
7933,18,P,1-3jt,5
7934,46,P,5-10jt,4
7935,30,L,3-5jt,2
7936,29,P,3-5jt,4
7937,17,P,1-3jt,4
7938,43,L,3-5jt,3
7939,53,P,1-3jt,4
7940,20,P,1-3jt,4
7941,47,P,1-3jt,2
7942,22,P,3-5jt,0
7943,44,L,5-10jt,0
7944,38,P,3-5jt,2
7945,45,L,5-10jt,5
7946,57,P,5-10jt,2
7947,17,L,5-10jt,6
7948,19,P,1-3jt,2
7949,45,L,5-10jt,2
7950,24,P,1-3jt,3
7951,54,P,3-5jt,2
7952,19,P,5-10jt,0
7953,59,P,1-3jt,3
7954,29,P,3-5jt,0
7955,22,L,5-10jt,0
7956,52,P,5-10jt,5
7957,45,L,3-5jt,3
7958,29,L,3-5jt,3
7959,30,P,3-5jt,6
7960,23,P,5-10jt,2
7961,59,L,5-10jt,6
7962,17,P,3-5jt,6
7963,46,L,3-5jt,2
7964,50,P,1-3jt,2
7965,49,L,1-3jt,2
7966,21,P,3-5jt,3
7967,34,L,5-10jt,4
7968,48,L,5-10jt,2
7969,41,L,5-10jt,6
7970,38,L,3-5jt,3
7971,43,L,1-3jt,0
7972,34,P,1-3jt,0
7973,24,L,5-10jt,1
7974,55,L,1-3jt,2
7975,24,L,3-5jt,6
7976,46,P,3-5jt,6
7977,23,P,5-10jt,6
7978,51,L,3-5jt,6
7979,37,L,3-5jt,3
7980,27,P,5-10jt,4
7981,40,P,1-3jt,4
7982,25,P,3-5jt,1
7983,17,L,1-3jt,5
7984,49,L,5-10jt,2
7985,28,L,5-10jt,3
7986,51,P,5-10jt,5
7987,36,L,5-10jt,3
7988,51,L,1-3jt,2
7989,30,L,5-10jt,0
7990,54,L,5-10jt,6
7991,49,L,5-10jt,4
7992,27,P,1-3jt,1
7993,20,P,1-3jt,3
7994,53,L,3-5jt,4
7995,32,P,5-10jt,2
7996,35,L,3-5jt,6
7997,47,P,1-3jt,6
7998,50,L,5-10jt,0
7999,59,L,5-10jt,2
8000,44,L,3-5jt,2
8001,38,L,3-5jt,6
8002,19,P,3-5jt,1
8003,35,L,1-3jt,6
8004,33,P,1-3jt,3
8005,20,L,1-3jt,3
8006,48,P,1-3jt,6
8007,28,L,1-3jt,4
8008,22,L,3-5jt,4
8009,39,L,1-3jt,0
8010,41,L,1-3jt,5
8011,49,P,5-10jt,4
8012,25,L,3-5jt,0
8013,48,P,3-5jt,1
8014,54,L,1-3jt,5
8015,18,L,1-3jt,5
8016,41,L,5-10jt,3
8017,41,L,5-10jt,2
8018,33,P,3-5jt,3
8019,57,L,5-10jt,0
8020,30,L,3-5jt,1
8021,60,L,5-10jt,4
8022,34,P,3-5jt,1
8023,43,P,3-5jt,3
8024,56,L,5-10jt,5
8025,44,L,3-5jt,0
8026,44,P,5-10jt,4
8027,46,P,1-3jt,5
8028,35,L,1-3jt,4
8029,20,L,5-10jt,5
8030,19,P,1-3jt,5
8031,56,P,3-5jt,1
8032,35,L,5-10jt,3
8033,30,P,3-5jt,2
8034,26,P,1-3jt,3
8035,53,L,5-10jt,5
8036,40,L,3-5jt,4
8037,40,P,3-5jt,5
8038,45,P,5-10jt,5
8039,20,L,1-3jt,0
8040,54,L,1-3jt,1
8041,46,L,5-10jt,2
8042,18,P,5-10jt,1
8043,24,L,3-5jt,3
8044,50,P,3-5jt,2
8045,35,P,1-3jt,5
8046,36,P,5-10jt,4
8047,46,L,5-10jt,2
8048,30,P,5-10jt,2
8049,31,L,5-10jt,1
8050,26,P,5-10jt,3
8051,57,L,5-10jt,4
8052,37,P,1-3jt,2
8053,56,P,1-3jt,0
8054,17,P,3-5jt,1
8055,56,L,5-10jt,0
8056,31,L,5-10jt,4
8057,43,L,1-3jt,0
8058,20,L,5-10jt,3
8059,23,L,5-10jt,1
8060,47,L,5-10jt,0
8061,30,L,3-5jt,4
8062,32,P,3-5jt,4
8063,17,P,3-5jt,4
8064,19,L,3-5jt,2
8065,19,L,5-10jt,0
8066,50,P,5-10jt,6
8067,52,P,5-10jt,1
8068,30,L,3-5jt,3
8069,28,L,1-3jt,5
8070,31,P,1-3jt,5
8071,40,P,5-10jt,4
8072,50,P,1-3jt,2
8073,29,L,1-3jt,3
8074,18,L,3-5jt,4
8075,40,P,5-10jt,5
8076,47,L,5-10jt,5
8077,48,P,5-10jt,3
8078,51,L,3-5jt,3
8079,48,L,3-5jt,1
8080,37,L,3-5jt,4
8081,36,L,3-5jt,3
8082,57,P,5-10jt,0
8083,43,L,3-5jt,4
8084,43,P,5-10jt,3
8085,35,P,1-3jt,3
8086,36,P,3-5jt,2
8087,55,P,3-5jt,4
8088,38,P,3-5jt,1
8089,36,P,3-5jt,6
8090,34,L,1-3jt,6
8091,20,P,1-3jt,4
8092,33,L,3-5jt,4
8093,21,L,5-10jt,4
8094,43,P,1-3jt,5
8095,25,L,1-3jt,0
8096,54,P,1-3jt,6
8097,40,P,3-5jt,1
8098,19,L,1-3jt,1
8099,18,L,5-10jt,3
8100,60,L,5-10jt,5
8101,58,P,3-5jt,5
8102,41,L,5-10jt,3
8103,26,L,3-5jt,2
8104,58,P,5-10jt,5
8105,38,P,3-5jt,6
8106,59,P,1-3jt,6
8107,19,P,5-10jt,5
8108,28,L,5-10jt,6
8109,23,L,3-5jt,3
8110,47,P,1-3jt,3
8111,42,L,5-10jt,5
8112,40,P,1-3jt,4
8113,24,L,5-10jt,1
8114,46,P,5-10jt,3
8115,54,L,3-5jt,4
8116,40,L,5-10jt,0
8117,59,L,5-10jt,0
8118,17,P,3-5jt,2
8119,47,L,3-5jt,0
8120,28,L,1-3jt,5
8121,26,L,1-3jt,0
8122,48,P,5-10jt,2
8123,55,L,5-10jt,3
8124,20,L,1-3jt,3
8125,48,L,5-10jt,4
8126,29,P,1-3jt,6
8127,22,P,1-3jt,5
8128,50,P,3-5jt,2
8129,21,L,3-5jt,0
8130,20,L,3-5jt,4
8131,45,P,1-3jt,3
8132,33,L,1-3jt,6
8133,17,P,3-5jt,4
8134,53,L,3-5jt,3
8135,23,P,5-10jt,6
8136,58,P,3-5jt,2
8137,28,L,3-5jt,2
8138,24,P,3-5jt,4
8139,55,P,5-10jt,1
8140,33,L,1-3jt,0
8141,52,L,3-5jt,0
8142,25,L,3-5jt,2
8143,30,P,1-3jt,0
8144,21,L,5-10jt,0
8145,28,L,5-10jt,3
8146,18,L,1-3jt,6
8147,54,P,5-10jt,3
8148,25,P,3-5jt,0
8149,47,L,3-5jt,0
8150,39,P,5-10jt,3
8151,29,L,3-5jt,3
8152,45,P,3-5jt,1
8153,32,P,3-5jt,6
8154,38,P,3-5jt,4
8155,37,L,3-5jt,0
8156,19,L,1-3jt,4
8157,25,P,3-5jt,3
8158,48,L,3-5jt,2
8159,43,P,3-5jt,3
8160,37,L,1-3jt,1
8161,17,L,3-5jt,2
8162,21,P,1-3jt,1
8163,37,L,3-5jt,6
8164,34,P,5-10jt,5
8165,22,L,5-10jt,4
8166,43,P,3-5jt,2
8167,22,P,5-10jt,4
8168,46,P,1-3jt,6
8169,43,P,3-5jt,3
8170,38,P,3-5jt,2
8171,43,P,5-10jt,6
8172,41,P,1-3jt,1
8173,21,P,3-5jt,3
8174,45,L,1-3jt,1
8175,42,P,3-5jt,5
8176,60,P,3-5jt,4
8177,46,L,5-10jt,5
8178,47,L,5-10jt,2
8179,57,P,1-3jt,6
8180,18,P,1-3jt,5
8181,53,P,5-10jt,6
8182,56,L,3-5jt,4
8183,60,L,5-10jt,3
8184,37,L,5-10jt,6
8185,29,P,3-5jt,5
8186,55,P,3-5jt,6
8187,48,P,5-10jt,0
8188,25,P,3-5jt,4
8189,55,P,5-10jt,2
8190,59,L,5-10jt,5
8191,33,L,3-5jt,3
8192,59,P,1-3jt,6
8193,31,L,3-5jt,3
8194,23,L,5-10jt,0
8195,25,P,3-5jt,6
8196,21,P,3-5jt,3
8197,47,P,1-3jt,5
8198,47,L,3-5jt,0
8199,46,P,3-5jt,5
8200,22,L,3-5jt,0
8201,27,L,1-3jt,3
8202,19,L,3-5jt,3
8203,37,P,1-3jt,5
8204,27,L,3-5jt,2
8205,29,P,3-5jt,6
8206,25,P,1-3jt,2
8207,36,P,5-10jt,1
8208,53,L,5-10jt,2
8209,37,L,5-10jt,0
8210,22,P,1-3jt,4
8211,48,P,5-10jt,3
8212,34,L,1-3jt,5
8213,48,L,1-3jt,0
8214,43,L,3-5jt,5
8215,33,P,5-10jt,4
8216,30,L,5-10jt,1
8217,29,P,1-3jt,1
8218,60,P,1-3jt,4
8219,26,L,1-3jt,0
8220,58,L,3-5jt,3
8221,42,L,1-3jt,4
8222,20,P,5-10jt,0
8223,38,L,5-10jt,2
8224,35,L,1-3jt,6
8225,35,P,5-10jt,0
8226,32,L,3-5jt,4
8227,54,L,5-10jt,2
8228,25,P,3-5jt,3
8229,30,P,5-10jt,3
8230,55,P,3-5jt,3
8231,59,P,3-5jt,1
8232,45,P,3-5jt,2
8233,48,L,3-5jt,0
8234,60,L,1-3jt,6
8235,24,L,3-5jt,2
8236,35,L,1-3jt,3
8237,44,L,5-10jt,6
8238,53,P,5-10jt,2
8239,43,P,3-5jt,1
8240,21,L,3-5jt,0
8241,39,L,5-10jt,4
8242,34,P,5-10jt,3
8243,54,P,3-5jt,1
8244,56,L,5-10jt,3
8245,44,P,1-3jt,4
8246,45,P,5-10jt,6
8247,51,P,5-10jt,2
8248,53,P,5-10jt,4
8249,46,P,3-5jt,0
8250,30,P,3-5jt,4
8251,35,L,1-3jt,0
8252,38,P,1-3jt,6
8253,47,P,5-10jt,3
8254,21,P,3-5jt,5
8255,53,P,5-10jt,3
8256,46,P,3-5jt,5
8257,53,L,1-3jt,4
8258,60,P,5-10jt,4
8259,59,P,1-3jt,2
8260,48,P,5-10jt,1
8261,52,L,3-5jt,6
8262,42,P,5-10jt,1
8263,37,L,3-5jt,2
8264,40,L,1-3jt,0
8265,59,P,1-3jt,6
8266,51,P,3-5jt,1
8267,20,L,1-3jt,0
8268,22,P,3-5jt,3
8269,28,P,3-5jt,2
8270,24,P,1-3jt,0
8271,25,P,5-10jt,1
8272,53,L,5-10jt,4
8273,46,P,5-10jt,4
8274,53,P,1-3jt,6
8275,23,P,1-3jt,4
8276,52,L,1-3jt,4
8277,55,L,3-5jt,6
8278,46,P,3-5jt,3
8279,19,L,3-5jt,3
8280,23,P,1-3jt,3
8281,53,P,1-3jt,0
8282,20,L,5-10jt,6
8283,25,P,3-5jt,2
8284,33,L,1-3jt,4
8285,23,L,1-3jt,6
8286,42,L,5-10jt,2
8287,26,P,3-5jt,6
8288,34,P,3-5jt,2
8289,58,L,1-3jt,2
8290,30,L,1-3jt,0
8291,20,L,3-5jt,5
8292,19,L,1-3jt,3
8293,53,P,3-5jt,1
8294,20,P,5-10jt,5
8295,58,P,3-5jt,5
8296,24,L,1-3jt,5
8297,60,P,5-10jt,4
8298,20,L,3-5jt,1
8299,34,P,3-5jt,3
8300,50,P,1-3jt,2
8301,48,P,1-3jt,1
8302,52,P,1-3jt,3
8303,54,P,3-5jt,3
8304,27,L,3-5jt,4
8305,19,L,5-10jt,0
8306,29,L,5-10jt,0
8307,57,L,1-3jt,2
8308,31,L,5-10jt,5
8309,23,P,3-5jt,1
8310,28,L,1-3jt,5
8311,57,P,3-5jt,5
8312,20,L,3-5jt,2
8313,60,P,3-5jt,5
8314,52,P,3-5jt,1
8315,24,L,1-3jt,2
8316,39,P,3-5jt,5
8317,27,P,1-3jt,2
8318,39,L,3-5jt,3
8319,60,L,1-3jt,1
8320,22,L,3-5jt,4
8321,22,P,5-10jt,1
8322,57,L,1-3jt,2
8323,47,L,3-5jt,4
8324,42,P,3-5jt,5
8325,18,P,5-10jt,4
8326,29,P,1-3jt,1
8327,46,L,5-10jt,2
8328,24,L,3-5jt,5
8329,60,P,1-3jt,0
8330,54,L,5-10jt,1
8331,50,P,1-3jt,4
8332,54,P,5-10jt,0
8333,37,P,1-3jt,5
8334,50,L,5-10jt,0
8335,25,L,3-5jt,3
8336,35,P,5-10jt,2
8337,41,P,3-5jt,3
8338,46,P,3-5jt,1
8339,41,P,1-3jt,6
8340,60,L,1-3jt,6
8341,20,P,5-10jt,2
8342,60,P,5-10jt,5
8343,36,P,1-3jt,1
8344,43,L,5-10jt,2
8345,44,L,1-3jt,0
8346,24,P,5-10jt,4
8347,49,L,3-5jt,1
8348,47,L,5-10jt,3
8349,44,P,3-5jt,1
8350,30,P,1-3jt,5
8351,57,P,5-10jt,1
8352,46,P,3-5jt,3
8353,58,P,1-3jt,4
8354,26,P,3-5jt,4
8355,18,P,3-5jt,4
8356,51,P,1-3jt,6
8357,53,L,1-3jt,2
8358,51,P,1-3jt,6
8359,60,P,1-3jt,0
8360,53,P,3-5jt,0
8361,57,L,3-5jt,0
8362,17,L,3-5jt,1
8363,20,L,3-5jt,5
8364,55,L,3-5jt,6
8365,23,L,1-3jt,2
8366,41,P,3-5jt,3
8367,33,L,3-5jt,0
8368,47,L,5-10jt,5
8369,19,P,3-5jt,4
8370,27,P,3-5jt,3
8371,39,L,1-3jt,1
8372,60,L,5-10jt,4
8373,27,P,1-3jt,0
8374,49,P,3-5jt,2
8375,42,P,5-10jt,0
8376,42,P,3-5jt,6
8377,23,L,5-10jt,1
8378,29,P,1-3jt,3
8379,17,L,3-5jt,5
8380,46,P,3-5jt,3
8381,54,P,1-3jt,3
8382,36,P,1-3jt,4
8383,60,P,5-10jt,5
8384,35,L,3-5jt,3
8385,39,L,3-5jt,5
8386,42,L,3-5jt,6
8387,20,L,1-3jt,4
8388,57,P,5-10jt,6
8389,32,L,3-5jt,5
8390,57,L,5-10jt,3
8391,37,P,3-5jt,4
8392,19,P,1-3jt,3
8393,58,L,3-5jt,5
8394,42,L,3-5jt,3
8395,29,L,1-3jt,3
8396,45,P,5-10jt,0
8397,45,P,3-5jt,0
8398,28,L,1-3jt,5
8399,58,L,1-3jt,2
8400,57,L,1-3jt,6
8401,20,P,3-5jt,3
8402,49,L,5-10jt,6
8403,60,P,1-3jt,4
8404,60,L,1-3jt,0
8405,53,L,5-10jt,3
8406,54,L,3-5jt,5
8407,37,L,1-3jt,6
8408,50,L,5-10jt,5
8409,51,P,5-10jt,2
8410,19,P,3-5jt,5
8411,45,P,1-3jt,5
8412,53,L,5-10jt,6
8413,55,P,3-5jt,5
8414,27,P,5-10jt,2
8415,39,P,5-10jt,2
8416,42,L,3-5jt,4
8417,33,L,1-3jt,4
8418,49,L,3-5jt,5
8419,20,L,1-3jt,6
8420,26,P,5-10jt,3
8421,53,L,5-10jt,3
8422,18,P,3-5jt,3
8423,24,L,3-5jt,6
8424,24,L,1-3jt,1
8425,41,P,1-3jt,0
8426,30,L,5-10jt,0
8427,25,P,3-5jt,0
8428,21,P,3-5jt,3
8429,42,P,5-10jt,4
8430,37,P,5-10jt,3
8431,20,P,5-10jt,5
8432,26,P,1-3jt,6
8433,58,L,3-5jt,4
8434,42,P,3-5jt,2
8435,44,P,3-5jt,5
8436,48,P,5-10jt,3
8437,58,L,5-10jt,6
8438,26,P,5-10jt,3
8439,53,L,1-3jt,2
8440,48,L,3-5jt,6
8441,58,L,1-3jt,2
8442,29,P,1-3jt,4
8443,42,P,1-3jt,6
8444,22,L,3-5jt,6
8445,18,P,1-3jt,0
8446,17,P,3-5jt,5
8447,28,P,3-5jt,6
8448,32,L,3-5jt,3
8449,39,P,1-3jt,5
8450,26,L,3-5jt,2
